,ENLISH,ENCODED
22463,I just need some fresh air.,J!kvtu!offe!tpnf!gsfti!bjs/
22464,I just saw a shooting star.,J!kvtu!tbx!b!tippujoh!tubs/
22465,I just want to be with you.,J!kvtu!xbou!up!cf!xjui!zpv/
22466,I just want to talk to you.,J!kvtu!xbou!up!ubml!up!zpv/
22467,I just want to talk to you.,J!kvtu!xbou!up!ubml!up!zpv/
22468,I just want to talk to you.,J!kvtu!xbou!up!ubml!up!zpv/
22469,I just wanted to apologize.,J!kvtu!xboufe!up!bqpmphj{f/
22470,I knew it wasn't fireworks.,J!lofx!ju!xbto(u!gjsfxpslt/
22471,I know I'm not good enough.,J!lopx!J(n!opu!hppe!fopvhi/
22472,I know he likes jazz music.,J!lopx!if!mjlft!kb{{!nvtjd/
22473,I know it was just a dream.,J!lopx!ju!xbt!kvtu!b!esfbn/
22474,I know no one in this city.,J!lopx!op!pof!jo!uijt!djuz/
22475,I know nothing about Linux.,J!lopx!opuijoh!bcpvu!Mjovy/
22476,I know that Tom helped you.,J!lopx!uibu!Upn!ifmqfe!zpv/
22477,I know that Tom rescued me.,J!lopx!uibu!Upn!sftdvfe!nf/
22478,I know that she is Spanish.,J!lopx!uibu!tif!jt!Tqbojti/
22479,I know what Tom did to you.,J!lopx!xibu!Upn!eje!up!zpv/
22480,I know what Tom did to you.,J!lopx!xibu!Upn!eje!up!zpv/
22481,I know what Tom did to you.,J!lopx!xibu!Upn!eje!up!zpv/
22482,I know what my choices are.,J!lopx!xibu!nz!dipjdft!bsf/
22483,I know what they look like.,J!lopx!xibu!uifz!mppl!mjlf/
22484,I know you aren't a doctor.,J!lopx!zpv!bsfo(u!b!epdups/
22485,I know you want to be rich.,J!lopx!zpv!xbou!up!cf!sjdi/
22486,I know you'll enjoy Boston.,J!lopx!zpv(mm!fokpz!Cptupo/
22487,I know you're not a doctor.,J!lopx!zpv(sf!opu!b!epdups/
22488,I like having plenty to do.,J!mjlf!ibwjoh!qmfouz!up!ep/
22489,I like to walk in the rain.,J!mjlf!up!xbml!jo!uif!sbjo/
22490,I like your new hair color.,J!mjlf!zpvs!ofx!ibjs!dpmps/
22491,I like your way of smiling.,J!mjlf!zpvs!xbz!pg!tnjmjoh/
22492,I listen to jazz sometimes.,J!mjtufo!up!kb{{!tpnfujnft/
22493,I live on the bottom floor.,J!mjwf!po!uif!cpuupn!gmpps/
22494,I live on the ground floor.,J!mjwf!po!uif!hspvoe!gmpps/
22495,I lived in Boston with Tom.,J!mjwfe!jo!Cptupo!xjui!Upn/
22496,I looked into the incident.,J!mpplfe!joup!uif!jodjefou/
22497,I lost my shoe in the fire.,J!mptu!nz!tipf!jo!uif!gjsf/
22498,I love pistachio ice cream.,J!mpwf!qjtubdijp!jdf!dsfbn/
22499,I love you just as you are.,J!mpwf!zpv!kvtu!bt!zpv!bsf/
22500,I made him sweep the floor.,J!nbef!ijn!txffq!uif!gmpps/
22501,I must have made a mistake.,J!nvtu!ibwf!nbef!b!njtublf/
22502,I need a better dictionary.,J!offe!b!cfuufs!ejdujpobsz/
22503,I need a kidney transplant.,J!offe!b!ljeofz!usbotqmbou/
22504,I need to call the embassy.,J!offe!up!dbmm!uif!fncbttz/
22505,I need to charge my mobile.,J!offe!up!dibshf!nz!npcjmf/
22506,I need to charge my mobile.,J!offe!up!dibshf!nz!npcjmf/
22507,I need to charge my mobile.,J!offe!up!dibshf!nz!npcjmf/
22508,I need to go get some eggs.,J!offe!up!hp!hfu!tpnf!fhht/
22509,I need to go get some eggs.,J!offe!up!hp!hfu!tpnf!fhht/
22510,I need to go milk the cows.,J!offe!up!hp!njml!uif!dpxt/
22511,I need to go to the toilet.,J!offe!up!hp!up!uif!upjmfu/
22512,I need to take my medicine.,J!offe!up!ublf!nz!nfejdjof/
22513,I need to talk to you guys.,J!offe!up!ubml!up!zpv!hvzt/
22514,I need to think about that.,J!offe!up!uijol!bcpvu!uibu/
22515,I never stopped loving you.,J!ofwfs!tupqqfe!mpwjoh!zpv/
22516,I never was very practical.,J!ofwfs!xbt!wfsz!qsbdujdbm/
22517,I no longer live in Boston.,J!op!mpohfs!mjwf!jo!Cptupo/
22518,I only spent three dollars.,J!pomz!tqfou!uisff!epmmbst/
22519,I paid five dollars to him.,J!qbje!gjwf!epmmbst!up!ijn/
22520,I pity your future husband.,J!qjuz!zpvs!gvuvsf!ivtcboe/
22521,I play a lot of volleyball.,J!qmbz!b!mpu!pg!wpmmfzcbmm/
22522,I play tennis after school.,J!qmbz!ufoojt!bgufs!tdippm/
22523,I play the tenor saxophone.,J!qmbz!uif!ufops!tbypqipof/
22524,I pointed my camera at her.,J!qpjoufe!nz!dbnfsb!bu!ifs/
22525,I pretended to believe Tom.,J!qsfufoefe!up!cfmjfwf!Upn/
22526,I really hope you can come.,J!sfbmmz!ipqf!zpv!dbo!dpnf/
22527,I really need to get going.,J!sfbmmz!offe!up!hfu!hpjoh/
22528,I really want a motorcycle.,J!sfbmmz!xbou!b!npupsdzdmf/
22529,I really wasn't good at it.,J!sfbmmz!xbto(u!hppe!bu!ju/
22530,I sat between Tom and John.,J!tbu!cfuxffo!Upn!boe!Kpio/
22531,I saw a fly on the ceiling.,J!tbx!b!gmz!po!uif!dfjmjoh/
22532,I saw him cross the street.,J!tbx!ijn!dsptt!uif!tusffu/
22533,I should have come earlier.,J!tipvme!ibwf!dpnf!fbsmjfs/
22534,I should have studied more.,J!tipvme!ibwf!tuvejfe!npsf/
22535,I shouldn't have done that.,J!tipvmeo(u!ibwf!epof!uibu/
22536,I slept with my clothes on.,J!tmfqu!xjui!nz!dmpuift!po/
22537,I speak French and English.,J!tqfbl!Gsfodi!boe!Fohmjti/
22538,I speak French to my staff.,J!tqfbl!Gsfodi!up!nz!tubgg/
22539,I speak a little Slovenian.,J!tqfbl!b!mjuumf!Tmpwfojbo/
22540,I still don't see anything.,J!tujmm!epo(u!tff!bozuijoh/
22541,I study Chinese in Beijing.,J!tuvez!Dijoftf!jo!Cfjkjoh/
22542,I study Chinese in Beijing.,J!tuvez!Dijoftf!jo!Cfjkjoh/
22543,I suppose we could ask Tom.,J!tvqqptf!xf!dpvme!btl!Upn/
22544,I suppose we could do that.,J!tvqqptf!xf!dpvme!ep!uibu/
22545,I swear it wasn't my fault.,J!txfbs!ju!xbto(u!nz!gbvmu/
22546,I teach biology and French.,J!ufbdi!cjpmphz!boe!Gsfodi/
22547,I teach biology and French.,J!ufbdi!cjpmphz!boe!Gsfodi/
22548,I think I'm going to faint.,J!uijol!J(n!hpjoh!up!gbjou/
22549,I think I've broken my arm.,J!uijol!J(wf!csplfo!nz!bsn/
22550,I think Tom is inefficient.,J!uijol!Upn!jt!jofggjdjfou/
22551,I think about it every day.,J!uijol!bcpvu!ju!fwfsz!ebz/
22552,I think he's an honest man.,J!uijol!if(t!bo!ipoftu!nbo/
22553,I think that it's possible.,J!uijol!uibu!ju(t!qpttjcmf/
22554,I think that rumor is true.,J!uijol!uibu!svnps!jt!usvf/
22555,I think that's a good idea.,J!uijol!uibu(t!b!hppe!jefb/
22556,I thought I understood you.,J!uipvhiu!J!voefstuppe!zpv/
22557,I thought I'd be safe here.,J!uipvhiu!J(e!cf!tbgf!ifsf/
22558,I thought you were kidding.,J!uipvhiu!zpv!xfsf!ljeejoh/
22559,I thought you were kidding.,J!uipvhiu!zpv!xfsf!ljeejoh/
22560,I thought you'd be thirsty.,J!uipvhiu!zpv(e!cf!uijstuz/
22561,I understand what you mean.,J!voefstuboe!xibu!zpv!nfbo/
22562,I understand your feelings.,J!voefstuboe!zpvs!gffmjoht/
22563,I understand your feelings.,J!voefstuboe!zpvs!gffmjoht/
22564,I understand your language.,J!voefstuboe!zpvs!mbohvbhf/
22565,I understand your language.,J!voefstuboe!zpvs!mbohvbhf/
22566,I understand your language.,J!voefstuboe!zpvs!mbohvbhf/
22567,I used to live near a park.,J!vtfe!up!mjwf!ofbs!b!qbsl/
22568,I usually go to bed at ten.,J!vtvbmmz!hp!up!cfe!bu!ufo/
22569,I usually go to bed at ten.,J!vtvbmmz!hp!up!cfe!bu!ufo/
22570,I usually read while I eat.,J!vtvbmmz!sfbe!xijmf!J!fbu/
22571,I want a few empty glasses.,J!xbou!b!gfx!fnquz!hmbttft/
22572,I want a personal computer.,J!xbou!b!qfstpobm!dpnqvufs/
22573,I want a vanilla ice cream.,J!xbou!b!wbojmmb!jdf!dsfbn/
22574,I want to be a good father.,J!xbou!up!cf!b!hppe!gbuifs/
22575,I want to be more like you.,J!xbou!up!cf!npsf!mjlf!zpv/
22576,I want to be more like you.,J!xbou!up!cf!npsf!mjlf!zpv/
22577,I want to buy a new camera.,J!xbou!up!cvz!b!ofx!dbnfsb/
22578,I want to drink some water.,J!xbou!up!esjol!tpnf!xbufs/
22579,I want to go to the movies.,J!xbou!up!hp!up!uif!npwjft/
22580,I want to live in a castle.,J!xbou!up!mjwf!jo!b!dbtumf/
22581,I want to live in the city.,J!xbou!up!mjwf!jo!uif!djuz/
22582,I want to serve my country.,J!xbou!up!tfswf!nz!dpvousz/
22583,I want to write an article.,J!xbou!up!xsjuf!bo!bsujdmf/
22584,I want you out of my house.,J!xbou!zpv!pvu!pg!nz!ipvtf/
22585,I want you out of my house.,J!xbou!zpv!pvu!pg!nz!ipvtf/
22586,I want you to come with me.,J!xbou!zpv!up!dpnf!xjui!nf/
22587,I want you to go to Boston.,J!xbou!zpv!up!hp!up!Cptupo/
22588,I want you to go to Boston.,J!xbou!zpv!up!hp!up!Cptupo/
22589,I wanted to live in Boston.,J!xboufe!up!mjwf!jo!Cptupo/
22590,I wanted to show it to you.,J!xboufe!up!tipx!ju!up!zpv/
22591,I was a stranger in Boston.,J!xbt!b!tusbohfs!jo!Cptupo/
22592,I was brought up in Boston.,J!xbt!cspvhiu!vq!jo!Cptupo/
22593,I was brought up on a farm.,J!xbt!cspvhiu!vq!po!b!gbsn/
22594,I was ignorant of his plan.,J!xbt!jhopsbou!pg!ijt!qmbo/
22595,I was in London last month.,J!xbt!jo!Mpoepo!mbtu!npoui/
22596,I was invited to the party.,J!xbt!jowjufe!up!uif!qbsuz/
22597,I was just taking a shower.,J!xbt!kvtu!ubljoh!b!tipxfs/
22598,I was married at that time.,J!xbt!nbssjfe!bu!uibu!ujnf/
22599,I was married at that time.,J!xbt!nbssjfe!bu!uibu!ujnf/
22600,I was named after my uncle.,J!xbt!obnfe!bgufs!nz!vodmf/
22601,I was pleasantly surprised.,J!xbt!qmfbtboumz!tvsqsjtfe/
22602,I was poor three years ago.,J!xbt!qpps!uisff!zfbst!bhp/
22603,I was taking a shower then.,J!xbt!ubljoh!b!tipxfs!uifo/
22604,I was taking a shower then.,J!xbt!ubljoh!b!tipxfs!uifo/
22605,I wasn't talking about Tom.,J!xbto(u!ubmljoh!bcpvu!Upn/
22606,I wasn't talking about Tom.,J!xbto(u!ubmljoh!bcpvu!Upn/
22607,I went skating on the lake.,J!xfou!tlbujoh!po!uif!mblf/
22608,I went to America to study.,J!xfou!up!Bnfsjdb!up!tuvez/
22609,I went to school yesterday.,J!xfou!up!tdippm!zftufsebz/
22610,I went to the park to play.,J!xfou!up!uif!qbsl!up!qmbz/
22611,I will be at home tomorrow.,J!xjmm!cf!bu!ipnf!upnpsspx/
22612,I will come if I have time.,J!xjmm!dpnf!jg!J!ibwf!ujnf/
22613,I will do anything for you.,J!xjmm!ep!bozuijoh!gps!zpv/
22614,I will go even if it rains.,J!xjmm!hp!fwfo!jg!ju!sbjot/
22615,I will keep the fish alive.,J!xjmm!lffq!uif!gjti!bmjwf/
22616,I will keep the fish alive.,J!xjmm!lffq!uif!gjti!bmjwf/
22617,I will pay for it by check.,J!xjmm!qbz!gps!ju!cz!difdl/
22618,I will show you my new car.,J!xjmm!tipx!zpv!nz!ofx!dbs/
22619,I wish I could go to Japan.,J!xjti!J!dpvme!hp!up!Kbqbo/
22620,I wish I could remember it.,J!xjti!J!dpvme!sfnfncfs!ju/
22621,I wish I knew where he was!,"J!xjti!J!lofx!xifsf!if!xbt"""
22622,I wish I were by your side.,J!xjti!J!xfsf!cz!zpvs!tjef/
22623,I wish the rain would stop.,J!xjti!uif!sbjo!xpvme!tupq/
22624,I won't stay here for long.,J!xpo(u!tubz!ifsf!gps!mpoh/
22625,I won't stoop to his level.,J!xpo(u!tuppq!up!ijt!mfwfm/
22626,I wonder if Tom likes beer.,J!xpoefs!jg!Upn!mjlft!cffs/
22627,I wonder if Tom likes beer.,J!xpoefs!jg!Upn!mjlft!cffs/
22628,I would like to rent a car.,J!xpvme!mjlf!up!sfou!b!dbs/
22629,I wouldn't expect too much.,J!xpvmeo(u!fyqfdu!upp!nvdi/
22630,I'd like to ask a question.,J(e!mjlf!up!btl!b!rvftujpo/
22631,I'd like to ask a question.,J(e!mjlf!up!btl!b!rvftujpo/
22632,I'd like to change my room.,J(e!mjlf!up!dibohf!nz!sppn/
22633,I'd like to dance with you.,J(e!mjlf!up!ebodf!xjui!zpv/
22634,I'd like to live in Boston.,J(e!mjlf!up!mjwf!jo!Cptupo/
22635,I'd like to live in Europe.,J(e!mjlf!up!mjwf!jo!Fvspqf/
22636,I'd like to reserve a seat.,J(e!mjlf!up!sftfswf!b!tfbu/
22637,I'd like to see my parents.,J(e!mjlf!up!tff!nz!qbsfout/
22638,I'd like to speak with you.,J(e!mjlf!up!tqfbl!xjui!zpv/
22639,I'd like to speak with you.,J(e!mjlf!up!tqfbl!xjui!zpv/
22640,I'd like to study in Paris.,J(e!mjlf!up!tuvez!jo!Qbsjt/
22641,I'll just introduce myself.,J(mm!kvtu!jouspevdf!nztfmg/
22642,I'll stay at home tomorrow.,J(mm!tubz!bu!ipnf!upnpsspx/
22643,I'll tell Tom you're ready.,J(mm!ufmm!Upn!zpv(sf!sfbez/
22644,I'll tell Tom you're ready.,J(mm!ufmm!Upn!zpv(sf!sfbez/
22645,I'm afraid of wild animals.,J(n!bgsbje!pg!xjme!bojnbmt/
22646,I'm afraid of wild animals.,J(n!bgsbje!pg!xjme!bojnbmt/
22647,I'm calling from Australia.,J(n!dbmmjoh!gspn!Bvtusbmjb/
22648,I'm cutting down on sweets.,J(n!dvuujoh!epxo!po!txffut/
22649,I'm drinking hot chocolate.,J(n!esjoljoh!ipu!dipdpmbuf/
22650,I'm drinking hot chocolate.,J(n!esjoljoh!ipu!dipdpmbuf/
22651,I'm firmly opposed to this.,J(n!gjsnmz!pqqptfe!up!uijt/
22652,I'm getting pretty thirsty.,J(n!hfuujoh!qsfuuz!uijstuz/
22653,I'm getting pretty thirsty.,J(n!hfuujoh!qsfuuz!uijstuz/
22654,I'm glad you could be here.,J(n!hmbe!zpv!dpvme!cf!ifsf/
22655,I'm going to buy a new car.,J(n!hpjoh!up!cvz!b!ofx!dbs/
22656,"I'm going to miss you, Tom.",J(n!hpjoh!up!njtt!zpv-!Upn/
22657,I'm going to need a minute.,J(n!hpjoh!up!offe!b!njovuf/
22658,I'm going to sell my house.,J(n!hpjoh!up!tfmm!nz!ipvtf/
22659,I'm happy to see you again.,J(n!ibqqz!up!tff!zpv!bhbjo/
22660,I'm in Hong Kong right now.,J(n!jo!Ipoh!Lpoh!sjhiu!opx/
22661,I'm listening to the radio.,J(n!mjtufojoh!up!uif!sbejp/
22662,I'm looking for my friends.,J(n!mppljoh!gps!nz!gsjfoet/
22663,I'm making spaghetti sauce.,J(n!nbljoh!tqbhifuuj!tbvdf/
22664,I'm not feeling that great.,J(n!opu!gffmjoh!uibu!hsfbu/
22665,I'm not selling the horses.,J(n!opu!tfmmjoh!uif!ipstft/
22666,I'm not sure what Tom said.,J(n!opu!tvsf!xibu!Upn!tbje/
22667,I'm not taking any chances.,J(n!opu!ubljoh!boz!dibodft/
22668,I'm originally from Boston.,J(n!psjhjobmmz!gspn!Cptupo/
22669,I'm scared of wild animals.,J(n!tdbsfe!pg!xjme!bojnbmt/
22670,I'm scared of wild animals.,J(n!tdbsfe!pg!xjme!bojnbmt/
22671,"I'm sorry, I can't do that.",J(n!tpssz-!J!dbo(u!ep!uibu/
22672,I'm still living in Boston.,J(n!tujmm!mjwjoh!jo!Cptupo/
22673,I'm stuck in a traffic jam.,J(n!tuvdl!jo!b!usbggjd!kbn/
22674,I'm the one who killed Tom.,J(n!uif!pof!xip!ljmmfe!Upn/
22675,I'm tired of playing games.,J(n!ujsfe!pg!qmbzjoh!hbnft/
22676,I'm trying to learn French.,J(n!uszjoh!up!mfbso!Gsfodi/
22677,I'm usually up before dawn.,J(n!vtvbmmz!vq!cfgpsf!ebxo/
22678,I'm very happy to meet you.,J(n!wfsz!ibqqz!up!nffu!zpv/
22679,I'm willing to go with you.,J(n!xjmmjoh!up!hp!xjui!zpv/
22680,"I've always loved you, Tom.",J(wf!bmxbzt!mpwfe!zpv-!Upn/
22681,I've always told the truth.,J(wf!bmxbzt!upme!uif!usvui/
22682,I've come here to help you.,J(wf!dpnf!ifsf!up!ifmq!zpv/
22683,I've forgotten my password.,J(wf!gpshpuufo!nz!qbttxpse/
22684,I've forgotten my password.,J(wf!gpshpuufo!nz!qbttxpse/
22685,I've got plenty of friends.,J(wf!hpu!qmfouz!pg!gsjfoet/
22686,I've got something for you.,J(wf!hpu!tpnfuijoh!gps!zpv/
22687,I've got something for you.,J(wf!hpu!tpnfuijoh!gps!zpv/
22688,I've had a lot of practice.,J(wf!ibe!b!mpu!pg!qsbdujdf/
22689,I've heard a lot about you.,J(wf!ifbse!b!mpu!bcpvu!zpv/
22690,I've lost the will to live.,J(wf!mptu!uif!xjmm!up!mjwf/
22691,I've never lived in Boston.,J(wf!ofwfs!mjwfe!jo!Cptupo/
22692,"I've never met Tom, either.",J(wf!ofwfs!nfu!Upn-!fjuifs/
22693,I've never seen a real cow.,J(wf!ofwfs!tffo!b!sfbm!dpx/
22694,I've never seen a real cow.,J(wf!ofwfs!tffo!b!sfbm!dpx/
22695,I've never seen a real cow.,J(wf!ofwfs!tffo!b!sfbm!dpx/
22696,I've read both these books.,J(wf!sfbe!cpui!uiftf!cpplt/
22697,Ice skating is kind of fun.,Jdf!tlbujoh!jt!ljoe!pg!gvo/
22698,Iceland has many volcanoes.,Jdfmboe!ibt!nboz!wpmdbopft/
22699,"If it rains, he won't come.",Jg!ju!sbjot-!if!xpo(u!dpnf/
22700,"If you have to go, then go.",Jg!zpv!ibwf!up!hp-!uifo!hp/
22701,"If you need help, just ask.",Jg!zpv!offe!ifmq-!kvtu!btl/
22702,Is Tom allergic to peanuts?,Jt!Upn!bmmfshjd!up!qfbovut@
22703,Is Tom in a lot of trouble?,Jt!Upn!jo!b!mpu!pg!uspvcmf@
22704,Is it hard to learn French?,Jt!ju!ibse!up!mfbso!Gsfodi@
22705,Is it possible to help Tom?,Jt!ju!qpttjcmf!up!ifmq!Upn@
22706,Is one thousand yen enough?,Jt!pof!uipvtboe!zfo!fopvhi@
22707,Is that a cow or a buffalo?,Jt!uibu!b!dpx!ps!b!cvggbmp@
22708,Is that a new bathing suit?,Jt!uibu!b!ofx!cbuijoh!tvju@
22709,Is that all right with you?,Jt!uibu!bmm!sjhiu!xjui!zpv@
22710,Is that supposed to happen?,Jt!uibu!tvqqptfe!up!ibqqfo@
22711,Is that the remote control?,Jt!uibu!uif!sfnpuf!dpouspm@
22712,Is the snake alive or dead?,Jt!uif!toblf!bmjwf!ps!efbe@
22713,Is there a doctor on board?,Jt!uifsf!b!epdups!po!cpbse@
22714,Is there a doctor on board?,Jt!uifsf!b!epdups!po!cpbse@
22715,Is there a pharmacy nearby?,Jt!uifsf!b!qibsnbdz!ofbscz@
22716,Is there anything I can do?,Jt!uifsf!bozuijoh!J!dbo!ep@
22717,Is there life before death?,Jt!uifsf!mjgf!cfgpsf!efbui@
22718,Is this book worth reading?,Jt!uijt!cppl!xpsui!sfbejoh@
22719,Is this your favorite song?,Jt!uijt!zpvs!gbwpsjuf!tpoh@
22720,Is your uncle still abroad?,Jt!zpvs!vodmf!tujmm!bcspbe@
22721,Isn't that your dictionary?,Jto(u!uibu!zpvs!ejdujpobsz@
22722,Isn't that your dictionary?,Jto(u!uibu!zpvs!ejdujpobsz@
22723,Isn't that your dictionary?,Jto(u!uibu!zpvs!ejdujpobsz@
22724,It goes with the territory.,Ju!hpft!xjui!uif!ufssjupsz/
22725,It happened just like this.,Ju!ibqqfofe!kvtu!mjlf!uijt/
22726,It is already nine o'clock.,Ju!jt!bmsfbez!ojof!p(dmpdl/
22727,It is fun to play baseball.,Ju!jt!gvo!up!qmbz!cbtfcbmm/
22728,It is getting dark outside.,Ju!jt!hfuujoh!ebsl!pvutjef/
22729,It is just half past seven.,Ju!jt!kvtu!ibmg!qbtu!tfwfo/
22730,It is raining all the time.,Ju!jt!sbjojoh!bmm!uif!ujnf/
22731,It is raining all the time.,Ju!jt!sbjojoh!bmm!uif!ujnf/
22732,It is time to go to school.,Ju!jt!ujnf!up!hp!up!tdippm/
22733,It is wrong to steal money.,Ju!jt!xspoh!up!tufbm!npofz/
22734,It kept raining for a week.,Ju!lfqu!sbjojoh!gps!b!xffl/
22735,It makes little difference.,Ju!nblft!mjuumf!ejggfsfodf/
22736,It really is very annoying.,Ju!sfbmmz!jt!wfsz!boopzjoh/
22737,It seems interesting to me.,Ju!tffnt!joufsftujoh!up!nf/
22738,It was a terrible accident.,Ju!xbt!b!ufssjcmf!bddjefou/
22739,It was a very long meeting.,Ju!xbt!b!wfsz!mpoh!nffujoh/
22740,It was almost like a dream.,Ju!xbt!bmnptu!mjlf!b!esfbn/
22741,It was filmed in Australia.,Ju!xbt!gjmnfe!jo!Bvtusbmjb/
22742,It was just my imagination.,Ju!xbt!kvtu!nz!jnbhjobujpo/
22743,It was love at first sight.,Ju!xbt!mpwf!bu!gjstu!tjhiu/
22744,It was pitch black outside.,Ju!xbt!qjudi!cmbdl!pvutjef/
22745,It's a pity you can't come.,Ju(t!b!qjuz!zpv!dbo(u!dpnf/
22746,It's always been like that.,Ju(t!bmxbzt!cffo!mjlf!uibu/
22747,It's always sunny in Italy.,Ju(t!bmxbzt!tvooz!jo!Jubmz/
22748,It's beginning to get late.,Ju(t!cfhjoojoh!up!hfu!mbuf/
22749,It's exactly what I wanted.,Ju(t!fybdumz!xibu!J!xboufe/
22750,It's good that you're here.,Ju(t!hppe!uibu!zpv(sf!ifsf/
22751,It's hardly raining at all.,Ju(t!ibsemz!sbjojoh!bu!bmm/
22752,"It's his problem, not mine.",Ju(t!ijt!qspcmfn-!opu!njof/
22753,It's important I hear this.,Ju(t!jnqpsubou!J!ifbs!uijt/
22754,It's just a matter of time.,Ju(t!kvtu!b!nbuufs!pg!ujnf/
22755,It's just your imagination.,Ju(t!kvtu!zpvs!jnbhjobujpo/
22756,It's much too cold to swim.,Ju(t!nvdi!upp!dpme!up!txjn/
22757,It's none of your business.,Ju(t!opof!pg!zpvs!cvtjoftt/
22758,It's none of your business.,Ju(t!opof!pg!zpvs!cvtjoftt/
22759,It's none of your business.,Ju(t!opof!pg!zpvs!cvtjoftt/
22760,It's not up for discussion.,Ju(t!opu!vq!gps!ejtdvttjpo/
22761,It's not up for discussion.,Ju(t!opu!vq!gps!ejtdvttjpo/
22762,It's not usually this busy.,Ju(t!opu!vtvbmmz!uijt!cvtz/
22763,It's only your imagination.,Ju(t!pomz!zpvs!jnbhjobujpo/
22764,It's possible Tom is lying.,Ju(t!qpttjcmf!Upn!jt!mzjoh/
22765,It's raining cats and dogs.,Ju(t!sbjojoh!dbut!boe!epht/
22766,It's raining cats and dogs.,Ju(t!sbjojoh!dbut!boe!epht/
22767,It's too noisy here for me.,Ju(t!upp!opjtz!ifsf!gps!nf/
22768,It's too smoky here for me.,Ju(t!upp!tnplz!ifsf!gps!nf/
22769,It's too smoky here for me.,Ju(t!upp!tnplz!ifsf!gps!nf/
22770,It's you I'm worried about.,Ju(t!zpv!J(n!xpssjfe!bcpvu/
22771,Italy's country code is 39.,Jubmz(t!dpvousz!dpef!jt!4:/
22772,Japan is a strange country.,Kbqbo!jt!b!tusbohf!dpvousz/
22773,Japan is an island country.,Kbqbo!jt!bo!jtmboe!dpvousz/
22774,Japan is full of surprises!,"Kbqbo!jt!gvmm!pg!tvsqsjtft"""
22775,Just tell me what you want.,Kvtu!ufmm!nf!xibu!zpv!xbou/
22776,Just tell me what you want.,Kvtu!ufmm!nf!xibu!zpv!xbou/
22777,Just tell us what you want.,Kvtu!ufmm!vt!xibu!zpv!xbou/
22778,Learn these names by heart.,Mfbso!uiftf!obnft!cz!ifbsu/
22779,Let me google that for you.,Mfu!nf!hpphmf!uibu!gps!zpv/
22780,Let's make a snowman later.,Mfu(t!nblf!b!topxnbo!mbufs/
22781,Let's pretend we're aliens.,Mfu(t!qsfufoe!xf(sf!bmjfot/
22782,Let's pretend we're aliens.,Mfu(t!qsfufoe!xf(sf!bmjfot/
22783,Let's take it down a notch.,Mfu(t!ublf!ju!epxo!b!opudi/
22784,Let’s drink wine or beer.,Mfu‚t!esjol!xjof!ps!cffs/
22785,Listen to what I am saying.,Mjtufo!up!xibu!J!bn!tbzjoh/
22786,Long lines are unnecessary.,Mpoh!mjoft!bsf!voofdfttbsz/
22787,Look at that tall building.,Mppl!bu!uibu!ubmm!cvjmejoh/
22788,Look at that tall building.,Mppl!bu!uibu!ubmm!cvjmejoh/
22789,Look at the map on page 25.,Mppl!bu!uif!nbq!po!qbhf!36/
22790,Make a copy of this report.,Nblf!b!dpqz!pg!uijt!sfqpsu/
22791,Many hands make light work.,Nboz!iboet!nblf!mjhiu!xpsl/
22792,Many people like chocolate.,Nboz!qfpqmf!mjlf!dipdpmbuf/
22793,Many people like to travel.,Nboz!qfpqmf!mjlf!up!usbwfm/
22794,Marconi invented the radio.,Nbsdpoj!jowfoufe!uif!sbejp/
22795,Mary is a fashion designer.,Nbsz!jt!b!gbtijpo!eftjhofs/
22796,Mary is a very pretty girl.,Nbsz!jt!b!wfsz!qsfuuz!hjsm/
22797,Mary is on maternity leave.,Nbsz!jt!po!nbufsojuz!mfbwf/
22798,Mary is on maternity leave.,Nbsz!jt!po!nbufsojuz!mfbwf/
22799,Mary wears too much makeup.,Nbsz!xfbst!upp!nvdi!nblfvq/
22800,May I switch off the light?,Nbz!J!txjudi!pgg!uif!mjhiu@
22801,Maybe I should've told you.,Nbzcf!J!tipvme(wf!upme!zpv/
22802,Maybe he did it on purpose.,Nbzcf!if!eje!ju!po!qvsqptf/
22803,Maybe it wasn't so obvious.,Nbzcf!ju!xbto(u!tp!pcwjpvt/
22804,Maybe she knows the answer.,Nbzcf!tif!lopxt!uif!botxfs/
22805,Maybe we could collaborate.,Nbzcf!xf!dpvme!dpmmbcpsbuf/
22806,Metals conduct electricity.,Nfubmt!dpoevdu!fmfdusjdjuz/
22807,Might I ask you a question?,Njhiu!J!btl!zpv!b!rvftujpo@
22808,Money cannot buy happiness.,Npofz!dboopu!cvz!ibqqjoftt/
22809,Money has changed his life.,Npofz!ibt!dibohfe!ijt!mjgf/
22810,Music makes our life happy.,Nvtjd!nblft!pvs!mjgf!ibqqz/
22811,My aunt brought me flowers.,Nz!bvou!cspvhiu!nf!gmpxfst/
22812,My aunt has three children.,Nz!bvou!ibt!uisff!dijmesfo/
22813,My battery is about to die.,Nz!cbuufsz!jt!bcpvu!up!ejf/
22814,My battery is about to die.,Nz!cbuufsz!jt!bcpvu!up!ejf/
22815,My birthday is on March 22.,Nz!cjsuiebz!jt!po!Nbsdi!33/
22816,My brother can drive a car.,Nz!cspuifs!dbo!esjwf!b!dbs/
22817,My brother works in France.,Nz!cspuifs!xpslt!jo!Gsbodf/
22818,My cell phone doesn't work.,Nz!dfmm!qipof!epfto(u!xpsl/
22819,My clock needs to be fixed.,Nz!dmpdl!offet!up!cf!gjyfe/
